       388.04269       283.73660       278.43594
       17.952064       303.19970       315.85678
       2.6595091       305.74084       322.61239
       7.8471706       307.40562       237.33015
       26.558933       292.65762       246.93072
       378.05655       301.99999       232.36654
       372.58517       329.86555       261.84341
       355.87407       244.03806       288.89515
       356.11623       318.62513       298.99310
       389.41753       262.01139       233.22727
       384.23188       233.34356       273.62303
       381.69187       292.18464       329.48523
       347.66853       305.05857       255.13536
       357.44964       266.29400       314.80400
       381.75387       334.93422       283.45099
       366.10140       262.76769       236.39758
       23.256544       315.50181       297.26351
       396.09448       266.91091       229.70493
       27.693478       253.54335       265.19629
       389.08618       234.35033       262.22103
       391.22898       275.38960       329.19864
       18.854091       323.08418       283.87551
       353.62709       297.90332       313.85593
       343.27845       279.06610       255.72595
       28.409634       291.39414       309.40115
       396.97869       312.40246       235.67564
       342.03331       303.24995       268.26325
       12.008794       289.68295       323.03395
       33.841454       269.28750       297.91911
       356.72152       264.44020       242.36820
       343.12867       269.24788       300.02377
       379.57411       264.63430       232.68752
       345.46148       308.39626       264.32502
       362.99146       317.15626       307.82800
       13.292796       288.85559       235.07700
       364.24800       309.14375       240.16809
       8.9264577       237.69536       286.61280
       384.87608       334.96008       287.04083
       1.2495430       328.11508       255.68368
       366.70169       262.63397       238.34239
       22.307594       290.47641       315.60594
       33.564033       300.70900       294.48930
       380.40259       299.75855       229.64456
       350.37119       277.70143       313.16302
       352.91666       303.40596       246.47652
       349.69651       309.42149       258.27402
       350.21197       259.27712       301.94129
       361.16800       244.94045       296.81554
       366.28124       308.85471       318.87604
       30.992978       277.49895       251.15993
       36.491380       268.67150       279.15777
       19.165508       282.35873       236.72454
       26.747559       308.19526       300.30969
       346.61338       275.58123       251.41604
       28.133944       295.67406       247.24564
       32.239056       286.97973       252.48505
       25.847028       251.66312       267.29796
       11.335846       267.17694       236.30849
       359.10516       313.27868       308.04347
       377.67052       312.04877       319.77363
       345.53433       305.22804       258.43620
      0.29564046       294.61905       325.86100
       343.22573       279.03219       304.69423
       21.603095       260.51828       249.12034
       39.147921       275.10688       276.29915
       340.66888       295.27691       290.76785
       11.850431       329.16096       276.27147
       376.07735       291.26389       327.63499
       354.31376       248.04865       265.83814
       372.98546       296.62014       325.81293
       349.11447       254.65196       294.07572
       341.84686       287.88581       258.32640
       359.20798       289.46954       236.99171
       18.813113       266.22476       239.91409
       337.65439       288.93038       279.71293
       33.632236       284.12565       253.10551
       9.8394202       330.28779       269.73984
       28.801925       315.73056       277.45189
       14.510211       244.08000       258.06038
       395.14945       321.59849       244.47631
       394.12416       234.51717       268.63147
       8.9719416       254.27970       314.29362
       389.56980       259.69000       233.88676
       382.65148       282.03430       227.91503
       384.68821       255.46095       321.99225
       367.55678       241.90820       255.49287
       350.67184       315.75851       295.41786
       393.41769       332.45065       295.21410
       345.48038       279.48932       249.21496
       348.86675       284.13951       309.74758
       358.69440       248.68889       253.47280
       361.02932       307.06227       241.93776
       2.2737297       304.92023       323.75919
       9.5294515       253.65054       313.01864
       351.76831       251.97908       264.11246
       397.58636       250.62630       240.29472
       378.25363       269.05946       325.83639
       15.627133       246.91703       302.80369
       385.00070       320.75991       244.74089
       342.46699       302.77225       266.80611
       18.305964       324.18044       274.14580
       372.89040       308.52732       320.38054
       24.260995       267.89448       246.69895
       391.90633       276.31814       328.77042
       390.35347       316.17407       239.11684
       356.27118       301.56429       243.83045
       9.7417504       322.19521       252.21818
       5.8950217       238.11870       261.23205
       360.30360       253.26605       308.36925
       343.89903       266.03514       294.57362
       374.29955       246.86616       245.43621
       30.987505       299.87268       303.04771
       34.015644       305.55254       287.74675
       362.53974       326.07715       266.96286
       352.05188       314.20719       260.54812
       358.87118       256.11616       309.20223
       394.93344       285.50406       227.14842
       350.60161       255.51520       255.32302
       398.14971       329.68956       295.86787
       8.6026917       326.11478       297.68416
       392.61090       295.38948       328.84884
       27.136234       267.38547       250.86784
       382.26984       304.82842       232.59549
       383.05968       301.85603       231.68260
       387.74198       318.73147       315.17859
       346.19589       260.58610       262.26732
       23.417804       258.13773       307.30083
       29.444523       281.25929       249.08152
       22.318335       322.26048       280.68487
       381.59162       273.41192       228.44837
       4.2499884       236.17396       279.94660
       354.72814       319.70383       290.47852
       347.02457       275.99803       250.50643
       372.95754       234.50112       278.79358
       12.495514       249.61703       307.52625
       384.00728       232.35926       287.46376
       9.0443944       260.92780       237.76357
       353.56984       285.27501       315.95889
       35.675161       277.17026       263.13308
       366.41983       240.83083       294.00676
       351.52904       273.03803       313.58917
       10.063058       328.79685       286.74272
       367.07610       314.44123       313.10513
       37.584071       279.39464       285.94136
       352.37007       319.26258       283.51521
       29.091499       311.62326       262.16034
       36.065761       301.26675       288.02470
       356.87106       245.20781       266.59633
